state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Madhya Pradesh,Ashoknagar,Measles,11,0,18-07-2025,18-07-2025,Under Control,"Village shankarpur, Sub- District Isagarh, District Ashoknagar. Cases presented with fever with rash, vomiting. 6 blood samples were collected and sent for testing. All 6 blood samples found positive for measles IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases were 1-14 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Madhya Pradesh,Burhanpur,Acute Diarrheal Disease,24,0,16-07-2025,16-07-2025,Under Control,"Cases were reported from Village Badgaon Mafi, Sub- District Burhanpur, District Burhanpur. Cases presented with vomiting and loose stools. 5 rectal swabs and 2 water samples were collected and sent to DPHL Indore. Stool samples did not show growth of any pathogenic organism, water sample found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Sub-"
Madhya Pradesh,Jhabua,Acute Diarrheal Disease,7,2,12-07-2025,15-07-2025,Under Control,"District Jhabua, District Jhabua. Cases presented with vomiting and loose stools. 2 water samples were collected and sent to DPHL Indore; samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Two children, 5 year old male and 8 year old male expired on 11/07/2025 due to severe dehydration."
Madhya Pradesh,Rewa,Acute Diarrheal Disease,18,1,16-07-2025,16-07-2025,Under Control,"Village Bamhauri, Sub-District Sirmour, District Rewa. Cases presented with loose stools. 5 stool samples were collected and sent to DPHL Rewa. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. A 95- year-old female expired on 16/07/2025. Cases were reported from"
Madhya Pradesh,Seoni,Acute Diarrheal Disease,46,0,16-07-2025,17-07-2025,Under Surveillance,"Village Begarwani Khurd, Sub- District Keolari, District Seoni. Cases presented with loose stools. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Madhya Pradesh,Shahdol,Acute Diarrheal Disease,33,0,18-07-2025,18-07-2025,Under Surveillance,"Village Darshila, Sub-District Budar, District Shahdol. Cases presented with loose stools. 2 stool samples were collected and sent to GMC Shahdol. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Madhya Pradesh,Shahdol,Acute Diarrheal Disease,40,0,12-07-2025,14-07-2025,Under Surveillance,"Village Karhi Tola, Sub- District Budar, District Shahdol. Cases presented with loose stools. 4 stool samples were collected and sent to GMC Shahdol. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,18,0,17-07-2025,18-07-2025,Under Control,"Village Kumhrauwa, Sub- District Kolaras, District Shivpuri. Cases presented with loose stools and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Madhya Pradesh,Singrauli,Acute Diarrheal Disease,37,0,12-07-2025,16-07-2025,Under Surveillance,"Village Makrohar, Sub-District Singrauli, District Singrauli. Cases presented with loose stools. 1 stool sample and 1 water sample were collected and sent to DPHL Rewa. Stool sample did not show growth of any pathogenic organism. Water sample found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha,Bargarh,Acute Diarrheal Disease,14,0,20-07-2025,20-07-2025,Under Control,"Village Bungapali, Sub-District Ambabhona, District Bargarh. Cases presented with vomiting and loose stools. 2 rectal swabs and 3 water samples were collected and sent to DPHL Bargarh. Rectal swabs did not show growth of any pathogenic organism. Water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Odisha,Boudh,Hepatitis A,19,0,18-07-2025,18-07-2025,Under Surveillance,"Village Kirikichi pali, Sub- District Manamunda, District Boudh. Cases presented with fever and jaundice. Total 54 blood samples and 4 water samples were collected and sent to DPHL Boudh. 19 blood samples came positive for Hepatitis A IgM by ELISA, and water samples found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha,Cuttack,Acute Diarrheal Disease,84,0,13-07-2025,14-07-2025,Under Surveillance,"Chhatra Bazar Behera Sahi Ward No-38, Sub-District Cuttack, District Cuttack. Cases presented with vomiting and loose stools. 2 rectal swabs and 6 water samples were collected and sent to DPHL Cuttack. Rectal swabs did not show growth of any pathogenic organism. Water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Sub-"
Odisha,Kendujhar,Suspected Food Poisoning (Mushroo m Poisoning),84,0,16-07-2025,16-07-2025,Under Surveillance,"District Sainkul, District Kendujhar. Cases presented with vomiting and loose stools. 2 rectal swabs and 6 water samples were collected and sent to DPHL Kendujhar. Rectal swabs did not show growth of any pathogenic organism. Water samples found unfit for potable purpose. District RRT investigated the outbreak. All the cases developed the symptoms after consuming local Mushroom in the dinner. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha,Sundargarh,Suspected Food Poisoning,14,0,18-07-2025,18-07-2025,Under Surveillance,"Village Mahipani, Sub-District Bisra, District Sundargarh. Cases presented with vomiting and loose stools. 2 rectal swabs and 6 water samples were collected and sent to DPHL Sundergarh. Rectal swabs did not show growth of any pathogenic organism. Water samples found unfit for potable purpose. District RRT investigated the outbreak. All the cases developed the symptoms after having food in hostel meal. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Punjab,Patiala,Acute Diarrheal Disease,21,0,20-07-2025,20-07-2025,Under Surveillance,"Cases were reported from Village Changera, Sub-District Rajpura, District Patiala. Cases presented with loose stools. 1 stool sample and 23 Water samples were collected and sent DPHL Patiala and SPHL. Stool sample did not show growth of any pathogenic organism. 8 water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Tamil Nadu,Coimbatore,Chikungun ya,46,0,16-07-2025,17-07-2025,Under Surveillance,"Cases were reported from Poonga Nagar, Brindhavan Nagar, UPHC Vilankurichi, Sub-District Coimbatore South, District Coimbatore. Cases presented with fever with joint pain. Total 5 blood samples found negative for Chikungunya IgM by ELISA at DPHL Pollachi. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Tamil Nadu,The Nilgiris,Chickenpox,11,0,17-07-2025,17-07-2025,Under Surveillance,"Cases were reported from KPS School, Aggal HSC, Kattabettu PHC, Sub-District Kotagiri, District The Nilgiris. Cases presented with fever with rash. 2 blood samples were collected and sent to DPHL Nilgiris. Sample were negative for Dengue, Leptospirosis, Typhoid and malaria. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Uttar Pradesh th,"Kushi Nagar March, 2020. The States have been reporting the COVID-19 cases and deaths on a real-time basis and the same was being updated on the website of",Food Poisoning COVID-19 STATUS,25,,0 02-07-2025,Under Control,"(Sita Ramkola, presented with complaints of loose motion, vomiting RRT consumed stale fish prepared a day before in treated Hospital Kushi Nagar. Majority of the cases were below 18 years of age. ORS packets given regarding safe food habits.","patti - Telia tola), CHC/Block District Kushinagar. Cases and abdominal cramps District investigated the outbreak. People a community gathering. Cases were at CHC Ramkola and District to cases. Health education given"
